Theta,Gamma,Theta_dot,Gamma_dot,Current 0,Current 1 ,Foot Force
-0.005,0.954999983,-0.00016,0.0002,0.046999998,0.573000014,-0.398801735
-0.009,0.959999979,-0.00028,0.000480001,-0.050000001,0.421999991,-0.323612126
-0.016000001,0.972000003,0.00028,-0.00036,1.06099999,-0.150999993,0.511853142
-0.009,0.963,0.001,-0.000999999,2.299000025,-2.477999926,2.653410602
0.016000001,0.938000023,0.00156,-4.00E-05,3.747999907,-4.693999767,4.864637511
0.055,0.936999977,0.00184,0.001800001,3.438999891,-7.31099987,6.860020367
0.101000004,0.981999993,0.00156,0.001799998,5.142000198,-10.69400024,10.20793506
0.140000001,1.02699995,0.0012,0.00184,6.853000164,-13.77000046,13.35920764
0.170000002,1.072999954,0.0006,0.00052,7.081999779,-16.21500015,15.53928668
0.185000002,1.085999966,0.00036,-0.000320001,6.275000095,-15.65200043,14.90008423
0.194000006,1.077999949,4.00E-05,-0.002159996,3.253999949,-13.07199955,11.87079392
0.194999993,1.024000049,-0.00084,-0.002960002,0.967000008,-10.64999962,9.234820432
0.173999995,0.949999988,-0.0014,-0.001599998,0.375,-8.737000465,7.515881342
0.138999999,0.910000026,-0.00128,0.000239999,-0.216999993,-6.393000126,5.305831065
0.107000001,0.916000009,-0.0014,0.00052,-0.437999994,-4.202000141,3.293184108
0.071999997,0.92900002,-0.00156,0.000599999,-1.233999968,-2.101000071,1.239370389
0.033,0.944000006,-0.00136,0.00036,-0.637000024,-0.294999987,-0.004111371
-0.001,0.953000009,-0.00024,0.000239999,-0.674000025,0.660000026,-0.732326837
-0.007,0.958999991,-0.00024,0.00036,0,0.344000012,-0.249075472
-0.013,0.967999995,0.00016,-0.000239999,1.177999973,-0.079999998,0.503739038
-0.009,0.962000012,0.00092,-0.00096,2.194999933,-2.270999908,2.465082208
0.014,0.938000023,0.00148,0,2.967000008,-4.390999794,4.351081514
0.050999999,0.938000023,0.00176,0.001639998,3.27699995,-6.920000076,6.484921043
0.094999999,0.978999972,0.00152,0.001719999,5.119999886,-9.994999886,9.625373189
0.133000001,1.021999955,0.00128,0.001880002,6.784999847,-13.93299961,13.43720127
0.165000007,1.069000006,0.00072,0.00072,7.688000202,-16.08600044,15.60328106
0.182999998,1.087000012,0.00032,-0.000320001,6.762000084,-16.1420002,15.44664679
0.191,1.078999996,0.00016,-0.001960001,3.711999893,-13.51200008,12.36098989
0.194999993,1.029999971,-0.00068,-0.00296,0.689999998,-10.91899967,9.364091443
0.178000003,0.95599997,-0.00136,-0.001799998,0.214000002,-9.078000069,7.759865515
0.143999994,0.911000013,-0.00116,0.00016,-0.201000005,-6.782999992,5.657668575
0.115000002,0.915000021,-0.00136,0.000319998,-0.739000022,-4.414000034,3.396457049
0.081,0.922999978,-0.00152,0.00072,-0.911000013,-2.427999973,1.631200056
0.043000001,0.940999985,-0.00168,0.000320001,-0.75999999,-0.683000028,0.254543647
0.001,0.949000001,-0.00024,0.00036,-0.727999985,0.377000004,-0.545665394
-0.005,0.958000004,-0.0002,0.000279999,-0.368999988,0.319999993,-0.370269277
-0.01,0.964999974,4.00E-05,4.00E-05,1.050999999,-0.210999995,0.548432065
-0.009,0.966000021,0.0008,-0.00108,2.400000095,-2.072000027,2.398262384
0.011,0.93900001,0.00136,-4.00E-05,3.562000036,-4.15199995,4.383345713
0.045000002,0.938000023,0.00168,0.001559999,3.766000032,-6.511000156,6.321406009
0.086999997,0.976999998,0.0016,0.001719999,4.835000038,-10.01200008,9.509120721
0.127000004,1.019999981,0.00136,0.001880002,6.803999901,-13.69099998,13.21911295
0.160999998,1.067000031,0.00072,0.000840001,7.304999828,-15.81200027,15.23354442
0.179000005,1.088000059,0.00036,-0.000320001,7.020999908,-15.70699978,15.1484395
0.187999994,1.080000043,0.00024,-0.001800003,4.197999954,-13.68099976,12.63580472
0.194000006,1.034999967,-0.00048,-0.002879999,1.200000048,-11.08199978,9.640568233
0.181999996,0.963,-0.00128,-0.001759999,0.601000011,-8.993000031,7.804749872
0.150000006,0.91900003,-0.0012,-0.000200002,0.004,-6.919000149,5.839718487
0.119999997,0.913999975,-0.00132,0.00016,-1.161999941,-4.499000072,3.349932654
0.086999997,0.917999983,-0.00148,0.000840001,-1.567000031,-2.757999897,1.695858475
0.050000001,0.93900001,-0.00184,0.000320001,-1.383000016,-0.791999996,0.126775686
0.004,0.947000027,-0.00028,0.0004,-0.837000012,0.412,-0.611548852
-0.003,0.957000017,-0.00024,0.000279999,-0.368000001,0.432000011,-0.451592738
-0.009,0.963999987,-4.00E-05,4.00E-05,0.972000003,-0.275999993,0.56517602
-0.01,0.964999974,0.00084,-0.000999999,1.809000015,-1.932999969,2.074650199
0.011,0.939999998,0.00128,-4.00E-05,2.96600008,-3.815000057,3.915069673
0.043000001,0.93900001,0.00164,0.001440001,3.552000046,-6.413000107,6.163276683
0.083999999,0.975000024,0.00164,0.001679997,4.453000069,-9.390000343,8.880723791
0.125,1.01699996,0.0014,0.001800003,6.295000076,-13.27999973,12.71465616
0.159999996,1.062000036,0.0008,0.001040001,7.290999889,-15.49400043,14.96883407
0.180000007,1.088000059,0.000319999,-0.000280004,6.859000206,-16.18600082,15.49543336
0.187999994,1.08099997,0.00028,-0.00152,4.730999947,-13.90499973,12.98866957
0.194999993,1.042999983,-0.00036,-0.0028,1.764999986,-11.38700008,10.05980139
0.186000004,0.97299999,-0.00124,-0.001919999,0.536000013,-9.482999802,8.194085967
0.155000001,0.925000012,-0.00132,-0.000440001,0.145999998,-7.445000172,6.333005834
0.122000001,0.913999975,-0.00128,0.000120001,-0.584999979,-5.013000011,3.965231916
0.090000004,0.916999996,-0.00148,0.000880001,-1.81099999,-2.960999966,1.787520712
0.052999999,0.93900001,-0.00184,0.0004,-1.024999976,-1.003000021,0.417892743
0.007,0.949000001,-0.00036,0.000279999,-0.663999975,0.423000008,-0.556052494
-0.002,0.95599997,-0.00028,0.000280001,-0.090999998,0.158000007,-0.149009978
-0.009,0.963,-0.00012,0.000320001,0.925999999,-0.241999999,0.523212104
-0.012,0.971000016,0.00088,-0.00112,1.792000055,-1.281000018,1.598198951
0.01,0.943000019,0.00124,-0.0002,3.171000004,-3.588999987,3.819041906
0.041000001,0.938000023,0.00164,0.00132,3.26699996,-5.842000008,5.621094928
0.082000002,0.971000016,0.00164,0.00168,4.336999893,-8.961999893,8.504002393
0.123000003,1.013000011,0.00144,0.001799998,6.763999939,-12.90600014,12.56757304
0.158999994,1.057999969,0.000840001,0.001200004,7.541999817,-15.4659996,15.02565743
0.180000007,1.088000059,0.00036,-0.000240002,6.823999882,-16.12100029,15.430811
0.188999996,1.082000017,0.00032,-0.001280003,5.066999912,-14.30300045,13.42882412
0.196999997,1.049999952,-0.00028,-0.002719998,1.914999962,-11.76099968,10.41803928
0.189999998,0.981999993,-0.0012,-0.002160001,0.800999999,-9.640000343,8.403550029
0.159999996,0.927999973,-0.0014,-0.00056,-0.083999999,-7.623000145,6.428194203
0.125,0.913999975,-0.00124,0.000120001,-1.131999969,-5.129000187,3.899167273
0.093999997,0.916999996,-0.00144,0.000880001,-1.152999997,-3.15199995,2.169078006
0.057999998,0.93900001,-0.0016,0.00092,-1.782999992,-1.266000032,0.364792404
0.017999999,0.962000012,-0.00092,0,-0.755999982,0.326000005,-0.518497319
-0.005,0.962000012,-8.00E-05,8.00E-05,-0.187000006,0.421000004,-0.375191325
-0.007,0.963999987,-0.00024,0.000480001,0.888000011,0.005,0.330199231
-0.013,0.976000011,0.00088,-0.001240001,1.417000055,-1.062000036,1.298772219
0.009,0.944999993,0.00112,-0.000279999,2.960999966,-3.451999903,3.638357703
0.037,0.938000023,0.00168,0.001199999,3.486999989,-5.93900013,5.761503461
0.079000004,0.967999995,0.00172,0.00168,4.592000008,-8.312999725,8.076602288
0.122000001,1.00999999,0.00148,0.001760001,6.532999992,-12.54300022,12.20012766
0.158999994,1.05400002,0.00088,0.001360002,7.440000057,-15.38000011,14.92651602
0.180999994,1.088000059,0.00036,-0.000240002,6.949999809,-16.33600044,15.65389747
0.189999998,1.082000017,0.00032,-0.000960002,5.156000137,-14.5369997,13.65620434
0.197999999,1.057999969,-0.00012,-0.002479999,2.135999918,-12.01099968,10.6881701
0.194999993,0.995999992,-0.00116,-0.002319999,0.811999977,-9.56400013,8.334097243
0.165999994,0.938000023,-0.00148,-0.000880001,-0.453999996,-7.850999832,6.50964053
0.128999993,0.916000009,-0.0012,0.000239999,-0.934000015,-5.537000179,4.31151114
0.098999999,0.921999991,-0.00144,0.00056,-1.692999959,-3.306999922,2.123787533
0.063000001,0.93599999,-0.00164,0.00096,-1.636000037,-1.286999941,0.441779265
0.022,0.959999979,-0.00108,4.00E-05,-0.943000019,0.31400001,-0.57735535
-0.005,0.961000025,-8.00E-05,8.00E-05,-0.338999987,0.537,-0.51630496
-0.007,0.963,-0.00036,0.000639999,0.619000018,-0.048999999,0.267998668
-0.016000001,0.978999972,0.00076,-0.001239998,1.444000006,-0.77700001,1.105377229
0.003,0.948000014,0.0012,-0.000440001,3.089999914,-3.174999952,3.472664375
0.033,0.936999977,0.00168,0.001040001,3.505000114,-5.416999817,5.361218471
0.075000003,0.963,0.00176,0.001800001,3.812999964,-8.147999763,7.672515473
0.119000003,1.008000016,0.00148,0.001599998,5.142000198,-12.2329998,11.47627756
0.156000003,1.047999978,0.001,0.001560001,7.05700016,-15.39999962,14.80773456
0.180999994,1.087000012,0.0004,-0.000120001,7.477000237,-16.34000015,15.82658824
0.191,1.083999991,0.00032,-0.000840001,5.464000225,-14.92199993,14.07637291
0.199000001,1.062999964,0,-0.002360001,2.282000065,-12.41399956,11.0682398
0.199000001,1.003999949,-0.00112,-0.002399998,0.395000011,-9.916999817,8.510662829
0.171000004,0.944000006,-0.00156,-0.00108,-0.760999978,-8.001999855,6.552897483
0.131999999,0.916999996,-0.00132,0.00016,-0.899999976,-5.638000011,4.415824374
0.098999999,0.921000004,-0.00144,0.000480001,-0.671999991,-3.292000055,2.447414992
0.063000001,0.933000028,-0.0018,0.000679998,-0.968999982,-1.547000051,0.876355963
0.017999999,0.949999988,-0.00084,0.0002,-0.586000025,0.252000004,-0.400936557
-0.003,0.954999983,-0.0002,0.0002,-0.298000008,0.555999994,-0.515884894
-0.008,0.959999979,-0.00028,0.00056,0.164000005,0.101000004,-0.011443657
-0.015,0.973999977,0.0006,-0.001079998,1.120000005,-0.499000013,0.782962197
0,0.947000027,0.0012,-0.000480001,2.270999908,-3.029999971,3.06015365
0.029999999,0.935000002,0.00168,0.000680001,3.298000097,-5.296000004,5.190299952
0.071999997,0.952000022,0.00192,0.001919999,4.171000004,-7.921000004,7.625090329
0.119999997,1,0.00152,0.001680002,6.09499979,-11.92800045,11.56922837
0.158000007,1.042000055,0.00112,0.001679997,7.040999889,-15.26599979,14.71331602
0.186000004,1.083999991,0.00036,-4.00E-05,7.065999985,-16.52099991,15.87542452
0.194999993,1.082999945,0.000280001,-0.000679998,5.105000019,-15.34399986,14.3380076
0.202000007,1.065999985,4.00E-05,-0.002360001,2.433000088,-12.54399967,11.23663258
0.202999994,1.006999969,-0.00108,-0.002479999,-0.49000001,-10.1239996,8.43792861
0.175999999,0.944999993,-0.00156,-0.001240001,-0.583999991,-8.218999863,6.81296909
0.136999995,0.913999975,-0.00136,4.00E-05,-0.663999975,-5.934999943,4.76470982
0.103,0.915000021,-0.00152,0.000639999,-0.89200002,-3.661999941,2.695358024
0.064999998,0.930999994,-0.00168,0.00076,-1.582000017,-1.616000056,0.724731391
0.023,0.949999988,-0.00104,0.0002,-0.630999982,0.018999999,-0.242661929
-0.003,0.954999983,-0.00016,0.0002,0.052999999,0.479000002,-0.32900025
-0.007,0.959999979,-0.00024,0.000480001,0.061999999,0.179000005,-0.106298745
-0.013,0.972000003,0.0004,-0.00072,1.182999969,-0.381000012,0.722075503
-0.003,0.953999996,0.00112,-0.00072,2.329999924,-2.73300004,2.858602994
0.025,0.93599999,0.0018,0.000280001,3.520999908,-5.278999805,5.243667263
0.07,0.943000019,0.00188,0.001999998,4.164999962,-7.544000149,7.335938248
0.116999999,0.992999971,0.00156,0.001720002,4.949999809,-11.77999973,11.06824102
0.156000003,1.036000013,0.00124,0.001799998,6.243000031,-15.10200024,14.31908641
0.187000006,1.08099997,0.00044,0.000160003,6.65899992,-16.70299912,15.90465878
0.197999999,1.085000038,0.00028,-0.000560002,5.473999977,-15.65699959,14.7303109
0.204999998,1.07099998,0,-0.002399998,3.045000076,-13.21199989,11.99436532
0.204999998,1.011000037,-0.00104,-0.00256,0.617999971,-10.35400009,8.963685884
0.179000005,0.947000027,-0.00156,-0.001400001,-0.523000002,-8.512999535,7.091018918
0.140000001,0.912,-0.00148,8.00E-05,-0.287,-6.072000027,5.013437481
0.103,0.913999975,-0.00144,0.00056,-1.781999946,-3.936000109,2.631360909
0.067000002,0.927999973,-0.00176,0.000680001,-1.228000045,-1.66900003,0.893107264
0.023,0.944999993,-0.001,0.00036,-0.630999982,-0.088,-0.161883126
-0.002,0.953999996,-0.0002,0.000239999,-0.435000002,0.488999993,-0.518415465
-0.007,0.959999979,-0.00016,0.000400002,0.089000002,0.248999998,-0.146834854
-0.011,0.970000029,0.00024,-0.000400002,1.274999976,-0.418000013,0.782890498
-0.005,0.959999979,0.00112,-0.00092,2.954999924,-2.859999895,3.180592672
0.023,0.936999977,0.00172,8.00E-05,3.36500001,-5.105000019,5.05070112
0.066,0.93900001,0.00196,0.002,3.993999958,-7.410999775,7.165984469
0.115000002,0.989000022,0.00152,0.001719997,5.633999825,-11.1960001,10.82597177
0.152999997,1.031999946,0.00124,0.001800003,6.511000156,-14.56499958,13.95697967
0.184,1.077000022,0.0006,0.000359998,7.047999859,-16.60400009,15.93060151
0.199000001,1.085999966,0.00028,-0.0004,5.447000027,-15.88099957,14.91362083
0.206,1.075999975,4.00E-05,-0.002319999,2.859999895,-13.30900002,12.01872915
0.207000002,1.018000007,-0.001,-0.0026,0.433999985,-10.73400021,9.226468542
0.181999996,0.953000009,-0.0016,-0.001560001,-0.305999994,-8.666999817,7.284911996
0.142000005,0.913999975,-0.00136,-4.00E-05,-0.187999994,-6.320000172,5.255566416
0.108000003,0.912999988,-0.00148,0.00052,-0.915000021,-3.891000032,2.892499327
0.071000002,0.925999999,-0.0016,0.000799999,-1.730000019,-1.944000006,0.947979605
0.030999999,0.94599998,-0.00128,0.000240002,-0.746999979,-0.246000007,-0.081839812
-0.001,0.952000022,-0.00016,0.000239999,0.07,0.407000005,-0.271272179
-0.005,0.958000004,-0.00012,0.000320001,0.126000002,0.230000004,-0.119806059
-0.008,0.966000021,4.00E-05,0,0.958000004,-0.30399999,0.580178045
-0.007,0.966000021,0.00108,-0.001040001,2.602999926,-2.388000011,2.704125207
0.02,0.939999998,0.00172,-0.00016,3.051000118,-4.861000061,4.744270675
0.063000001,0.93599999,0.00196,0.001960001,3.874000072,-7.361000061,7.080264365
