Theta,Gamma,Current0,Current1,Seq,sp_theta,sp_gamma
0.155000001,0.925000012,0.145999998,-7.445000172,28.35276236,0,1.091587901
0.122000001,0.913999975,-0.584999979,-5.013000011,28.39219597,0,1.00052619
0.090000004,0.916999996,-1.81099999,-2.960999966,28.43162957,0,0.94088161
0.052999999,0.93900001,-1.024999976,-1.003000021,28.47106318,0,0.918443739
0.007,0.949000001,-0.663999975,0.423000008,28.51049678,0,0.93614161
-0.002,0.95599997,-0.090999998,0.158000007,28.54993039,0,0.991919875
-0.009,0.963,0.925999999,-0.241999999,28.58936399,0,1.079339743
-0.012,0.971000016,1.792000055,-1.281000018,28.6287976,0,1.191858649
0.01,0.943000019,3.171000004,-3.588999987,28.66823121,0,1.321845531
0.041000001,0.938000023,3.26699996,-5.842000008,28.70766481,0,1.513118029
0.082000002,0.971000016,4.336999893,-8.961999893,28.74709842,0,1.786194563
0.123000003,1.013000011,6.763999939,-12.90600014,28.78653202,0,1.997100472
0.158999994,1.057999969,7.541999817,-15.4659996,28.82596563,0,2.0222826
0.180000007,1.088000059,6.823999882,-16.12100029,28.86539923,0,1.841763258
0.188999996,1.082000017,5.066999912,-14.30300045,28.90483284,0,1.573907018
0.196999997,1.049999952,1.914999962,-11.76099968,28.94426644,0,1.352269769
0.189999998,0.981999993,0.800999999,-9.640000343,28.98370005,0,1.219144344
0.159999996,0.927999973,-0.083999999,-7.623000145,29.02313366,0,1.102128625
0.125,0.913999975,-1.131999969,-5.129000187,29.06256726,0,1.008679509
0.093999997,0.916999996,-1.152999997,-3.15199995,29.10200087,0,0.945274115
0.057999998,0.93900001,-1.782999992,-1.266000032,29.14143447,0,0.918908715
0.017999999,0.962000012,-0.755999982,0.326000005,29.18086808,0,0.932584643
-0.005,0.962000012,-0.187000006,0.421000004,29.22030168,0,0.984490991
-0.007,0.963999987,0.888000011,0.005,29.25973529,0,1.069331646
-0.013,0.976000011,1.417000055,-1.062000036,29.29916889,0,1.17918849
0.009,0.944999993,2.960999966,-3.451999903,29.3386025,0,1.308154583
0.037,0.938000023,3.486999989,-5.93900013,29.3780361,0,1.484444141
0.079000004,0.967999995,4.592000008,-8.312999725,29.41746971,0,1.759864211
0.122000001,1.00999999,6.532999992,-12.54300022,29.45690332,0,1.981753469
0.158999994,1.05400002,7.440000057,-15.38000011,29.49633692,0,2.030302525
0.180999994,1.088000059,6.949999809,-16.33600044,29.53577053,0,1.866862178
0.189999998,1.082000017,5.156000137,-14.5369997,29.57520413,0,1.60174036
0.197999999,1.057999969,2.135999918,-12.01099968,29.61463774,0,1.366918325
0.194999993,0.995999992,0.811999977,-9.56400013,29.65407134,0,1.232396603
0.165999994,0.938000023,-0.453999996,-7.850999832,29.69350495,0,1.113354325
0.128999993,0.916000009,-0.934000015,-5.537000179,29.73293855,0,1.017164111
0.098999999,0.921999991,-1.692999959,-3.306999922,29.77237216,0,0.950246274
0.063000001,0.93599999,-1.636000037,-1.286999941,29.81180577,0,0.919815123
0.022,0.959999979,-0.943000019,0.31400001,29.85123937,0,0.929293036
-0.005,0.961000025,-0.338999987,0.537,29.89067298,0,0.977419317
-0.007,0.963,0.619000018,-0.048999999,29.93010658,0,1.059177637
-0.016000001,0.978999972,1.444000006,-0.77700001,29.96954019,0,1.166720271
0.003,0.948000014,3.089999914,-3.174999952,30.00897379,0,1.294028878
0.033,0.936999977,3.505000114,-5.416999817,30.0484074,0,1.455979347
0.075000003,0.963,3.812999964,-8.147999763,30.087841,0,1.731946468
0.119000003,1.008000016,5.142000198,-12.2329998,30.12727461,0,1.964441657
0.156000003,1.047999978,7.05700016,-15.39999962,30.16670821,0,2.036202192
0.180999994,1.087000012,7.477000237,-16.34000015,30.20614182,0,1.890914798
0.191,1.083999991,5.464000225,-14.92199993,30.24557543,0,1.630716085
0.199000001,1.062999964,2.282000065,-12.41399956,30.28500903,0,1.381679893
0.199000001,1.003999949,0.395000011,-9.916999817,30.32444264,0,1.245282054
0.171000004,0.944000006,-0.760999978,-8.001999855,30.36387624,0,1.12482357
0.131999999,0.916999996,-0.899999976,-5.638000011,30.40330985,0,1.025613308
0.098999999,0.921000004,-0.671999991,-3.292000055,30.44274345,0,0.955616534
0.063000001,0.933000028,-0.968999982,-1.547000051,30.48217706,0,0.921099126
0.017999999,0.949999988,-0.586000025,0.252000004,30.52161066,0,0.926427782
-0.003,0.954999983,-0.298000008,0.555999994,30.56104427,0,0.97097373
-0.008,0.959999979,0.164000005,0.101000004,30.60047788,0,1.0493083
-0.015,0.973999977,1.120000005,-0.499000013,30.63991148,0,1.154947519
0,0.947000027,2.270999908,-3.029999971,30.67934509,0,1.280047536
0.029999999,0.935000002,3.298000097,-5.296000004,30.71877869,0,1.428892374
0.071999997,0.952000022,4.171000004,-7.921000004,30.7582123,0,1.703635573
0.119999997,1,6.09499979,-11.92800045,30.7976459,0,1.946129203
0.158000007,1.042000055,7.040999889,-15.26599979,30.83707951,0,2.039525032
0.186000004,1.083999991,7.065999985,-16.52099991,30.87651311,0,1.912873983
0.194999993,1.082999945,5.105000019,-15.34399986,30.91594672,0,1.659605861
0.202000007,1.065999985,2.433000088,-12.54399967,30.95538033,0,1.395951152
0.202999994,1.006999969,-0.49000001,-10.1239996,30.99481393,0,1.258868337
0.175999999,0.944999993,-0.583999991,-8.218999863,31.03424754,0,1.136055589
0.136999995,0.913999975,-0.663999975,-5.934999943,31.07368114,0,1.034722805
0.103,0.915000021,-0.89200002,-3.661999941,31.11311475,0,0.961140275
0.064999998,0.930999994,-1.582000017,-1.616000056,31.15254835,0,0.922866285
0.023,0.949999988,-0.630999982,0.018999999,31.19198196,0,0.924081981
-0.003,0.954999983,0.052999999,0.479000002,31.23141556,0,0.964625001
-0.007,0.959999979,0.061999999,0.179000005,31.27084917,0,1.039731979
-0.013,0.972000003,1.182999969,-0.381000012,31.31028277,0,1.142896056
-0.003,0.953999996,2.329999924,-2.73300004,31.34971638,0,1.266217113
0.025,0.93599999,3.520999908,-5.278999805,31.38914999,0,1.404558897
0.07,0.943000019,4.164999962,-7.544000149,31.42858359,0,1.675029159
0.116999999,0.992999971,4.949999809,-11.77999973,31.4680172,0,1.925455928
0.156000003,1.036000013,6.243000031,-15.10200024,31.5074508,0,2.040229797
